"","review_dataset.text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"171","finally  swing top  doesnt    sack   ive  wanting  partake   current style   ive      dumpy     top     feminine  flattering     lbs    small waist       swing style   shows  waist  doesnt overpower      lovely fabric     soft pink    im thinking   back   colors",0,3,1,0,3,2,2,4,3,5
"172"," bought  shirt   neutral  white  love    people compliment    pair   white pants  cute wedges  dress      statement necklace    greatest thing   shirt   fact     dress    material  fabulous     washed             shrink   hope  doesnt       favorite pieces ",0,4,0,1,5,1,2,7,1,7
"173","",0,0,0,0,0,0,0,0,0,0
"174","unlike   reviewer      ",0,0,0,0,0,0,0,0,0,0
"175","unlike   reviewers      problem   sizing fit  length   skirt    midi skirt     suppose     bit longer    fit true  size  reference     pounds   size  fit perfectly    color  beautiful   quality  good",0,1,0,1,2,1,1,1,1,2
"176","   feel  comfy   made    great choice",0,0,0,0,0,0,0,0,0,1
"177"," skirt    pictured  fits great  purchased    weeks ago   lots  compliments       wear  side zipper split wide open needless     returned",1,0,0,0,0,0,0,1,3,0
"178","dang    small    swimming    made   fabric  increasingly     fabric  choice   things tshirty soft  thinish  bit translucent id  wait    formfitting  flattering back  ",0,1,0,0,1,0,0,0,2,2
"179","   excited   arrival   maza dress    surprise  material    structured   thought      photos  fit   tight    fall  nicely   anticipated   loved  classic design  decided  give   chance   returned     size   fell  love  open sleeve   nice surprise   touch  elegance  front buttons added  bit   charm  feminine",0,4,0,1,4,2,3,2,2,6
"180","appeal   material   ",0,1,0,0,0,0,0,0,0,0
"181","im   lbs    bought  medium        small   didnt  time  reorder  fit fine        snug   top half  love  length   fabric",0,2,0,0,1,0,0,1,1,2
"182"," skirt   received    blue  green      white yellow   red  fit  fine   quality   price       lack  quality   disappointment   quality equals  return",0,1,1,0,2,2,0,2,2,3
"183","ranna designs richly detailed dresses     exception      pictures colorscutdrape   exception   modesty hook   deep vneck  sleeves  sheer   elastic cuff   dress   stretchthe bodice felt  fitted  tight    waist band  runs tts  small   youre bustybroad shouldered size      dreadful side zip  fully lined   synthetic fabric boo   purchased size   stats ",1,1,1,1,0,1,0,1,4,2
"184","bought  large  barely pull    butt runs extremely small  cute      stick figure     suit  ",0,0,0,0,0,0,0,0,2,2
"185","adorable  chilly   wear    cute  cover    navy parka  jean jacket  prob      size  fits  perfectly   pretty       pic love plaid  cotton blend tops  ruffles  adorable  im   big     love      removed  top   packaging    odd smokylike odor    dye    hanging     days  smell disappeared    mind  wear   pilcr",3,2,2,1,3,1,0,4,6,5
"186"," dress makes  feel   bohemian goddess  falls    area  absolutely adorable   dress   fragile handle  care",0,0,0,1,1,1,0,0,1,1
"187"," minute  needed  familyfriendly top   chilly night      couple  flowy sweaters  retailer     keeper   found  styles  bit  boxy  bulky   short torso    nice aline shape  gave   slim profile    forgiving   detail  top  feminine      fabric piled    neck     small  wanted   fit   model   sized    medium  voila    model ",0,1,0,0,1,0,0,3,2,6
"188","love   colors   skirt     wear    tee  flat sandals   black jacket  heels easy piece  wear  ways great quality ",0,0,0,0,1,1,0,1,2,1
"189"," love paige brand pantsthey  soft comfortable  forgiving  love     badly    tight      knee       flattering flareit  difficult  find  perfect fit    thisand paige    wonderful job   body",0,1,0,1,4,1,1,3,1,6
"190","",0,0,0,0,0,0,0,0,0,0
"191"," store   carry petite       regular length   significantly  long      inches  long   hoping   sale    buy   petite ",0,2,0,0,0,0,0,0,0,1
"192"," top   pretty  nice quality runs big      size   perfect coloring   subtle  person    photo",0,3,0,0,2,0,0,3,0,3
"193","  love pilcro  wear    time   size    grow  wearing      usual size    felt     tight        looser  material feels  good lightweight   stripes  subtle  cute    ill     size ",1,3,1,1,3,1,1,4,2,5
"194","   cute top  jeans  spring  summer  warmer climates   fresh  airy  fabric hangs nicely     lightweight     thin    ii    overly wrinkled   style  flattering   body types     dressed      neck      deep   feel    showing   cleavage  deep    feminine  slimming   wear  size   retailer tops  blouses",0,1,0,0,1,1,0,2,1,3
"195","petite pants hsould    fit short peple    inch inseam  pants  buttons   nottom   gegt  hemmed   bummer  inseam   inchess       inch heel  gorgeous  waiat fits true  size thighs  bit snug  musclea  stretchy   fit thinking  keeping     find big plaform heeks",2,0,1,0,1,0,0,0,3,1
"196","    petite size   usual xs adn        xxs  looked overtaken   shirt im   lbs",0,0,0,0,0,0,0,1,0,1
"197","",0,0,0,0,0,0,0,0,0,0
"198","cut  flowy   close   body sleeves  narrower     athletic built",0,0,0,0,0,0,0,0,0,1
"199","",0,0,0,0,0,0,0,0,0,0
"200","color light   great  gals  darker complexion  hair    pale   darker       wrong  ordered  colors     ",0,0,0,0,0,0,0,0,1,0
"201","",0,0,0,0,0,0,0,0,0,0
"202","ruffle   great addition ",0,0,0,0,0,0,0,0,1,0
"203","      whim     shirt    displayed    store   surprised         great lighter weight alternative   pilcro hyphen chino great  hot days  summer",1,3,1,1,2,1,3,1,2,2
"204"," subtle vertical stripes      elongate  leg    flattering cut  waist    low    create muffin top",0,1,0,0,2,0,0,1,0,3
"205"," shirt  absolutely cute     thatlooks im  size   wears    top     medium   store    flowing      didnt    fit   underarm area  hung  low   ordered  petite       store  lighting  dark   didnt realize     shirt     return ",0,2,0,0,0,1,0,1,0,3
"206"," jeans      addition   high rise paige denim   won  hands  classic flattering fit  mother   element  edginess   frayed hem   long    im   cuff   ankle   dont   distressed     day   slightly stretchy   mother denim        size    muscular calves  thighs        size    happy   ",0,3,0,1,3,2,0,2,3,5
"207"," ordered  top   usual size   exchanging    size smaller",0,1,0,0,0,0,0,2,0,2
"208"," runs  generous    sizing    ",0,0,0,0,1,0,0,1,0,1
"209"," style  quality  beautiful    anxious  receive  smaller size",0,1,0,1,1,0,0,0,1,1
"210"," blush stripes  subtle    give elongating effect   legs",0,0,0,0,0,0,0,0,1,0
"211","",0,0,0,0,0,0,0,0,0,0
"212"," comfortable pair  crop pants   calves   feeling tight  ",1,1,1,1,1,1,1,1,1,1
"213","   small mauve  fit  great   length  perfect     inches   knees",0,1,0,0,1,0,0,1,1,1
"214","cute  cozy     aske ",0,0,0,0,0,0,0,0,0,1
"215","   similar pair  capris  retailer    ordered   thought        color    flattering      ",0,1,0,0,1,0,0,0,0,1
"216","fun detail   beading  lace arms    longer   body   sweatshirt    shorter  expected    style   piece  fit  tts   proportions mind   ladies   store     ordered  size       longer   body    arms  shoulders     biggest change  material isnt  thick    nice lighter layer  fallspring  love ",1,3,0,2,2,1,0,1,1,4
"217","ordered  online   fit perfectly     lightweight pants  hot  humid summer days   pair     needed  striped pattern  cute  adds  color",1,0,0,0,0,0,0,0,0,1
"218"," loved  dress   moment      flattering   postpartum body    huge tent soft fabric    whitelightly striped dress  sheer im bummed   washing     instructions  wash  gentle cycle  low tumble dry holes started appearing     cream ribbed hem   front bottom     chest   white part   fabric      black stripes  holding  holes toget",0,3,0,0,3,2,1,2,3,3
"219","  ahead  ordered  size  based  previous reviews     ordered   size  theyre  bit loose   waist  pants  adorable   pinstripes  flattering    recommend ",0,0,0,0,2,0,0,1,0,4
"220","love pilcro love  stripes   length     pair  capriscrops  super tight fitting     size   usual   felt tight  guess    cutfabric combo  wanted     slightly  form fitting feel   work   ",0,1,0,0,2,0,1,2,0,3
"221","      expecting cute comfortable  casual    gold sequins   scroll work   didnt  online   super pretty  person",0,2,0,0,1,0,0,1,0,3
"222","      store    super cute  run small  typically wear  size  im     lbs     tight      fabric   cut    theyd  great  size   store didnt  ",0,1,0,0,0,0,0,1,2,2
"223"," nice substantial fully lined sweater coat  love  structured    fauxleather piping   zipper   pockets quality     good  runs true  size  slightly   small side   larger hipsbusts       sizes    chose small       wouldnt    zip   hips  xsmall   price     dropped  star    find  fault   sweater coat",0,2,1,0,3,1,2,4,3,4
"224"," love  pants   worn   number  times   season           hemmed  lost  bottom button   process          pants   dont    odd   wear  high boots   pants   helps  crisp white blouse  black leather jacket   felt   million bucks",0,1,0,0,2,4,0,3,6,2
"225"," love  tunic  natural color       tunic   fit    large       altered     love  top",0,1,0,0,1,0,0,1,0,2
"226"," cropped pants   light weight  super cute    run   bit small  sized   size   usual  dont   stretch   size larger   generally      thin pin stripe design   light  color     versatile",0,1,2,1,1,1,2,3,3,3
"227","   dress  today  white    coming back  buy   color   pink    favorite great comfy casual dress  pairs    variety  shoes  jewelry  dress   highly recommend  summer",0,2,0,0,2,0,0,3,0,3
"228","cute swing top    flattering    love  print   white color    soft doesnt wrinkle easy    run big im     retailer    drowning    size ",0,2,0,0,3,0,0,2,0,5
"229"," purchased  top   regular small  surprisingly  fits    im    waist  hips  hem falls   inches longer  shown   model    vneck     ruffles         low cut  purchased  white color     pattern  unique   brighter  springsummer   skinny jeans  ankle boots  wedges  make    stylish     fabric  super soft   ",1,3,0,0,1,0,2,2,2,4
"230"," skirt   beautiful   agree    reviewers   runs  small im typically              bit  room   item  decided       skirt   case    zipped    trouble breathing   evening wore   pockets  wonderful   fabric  weighty   lovely",0,1,0,2,3,2,2,2,2,4
"231","fits    shoulders  arms     waist       bunch  extra fabric hanging   top super cute    return   ",2,1,1,1,0,1,0,1,2,3
"232","  picture  wasnt     fit    mail   love  fits snug    put     looser   wear       large",1,1,0,0,1,0,0,1,2,1
"233","  hesitant  purchase  coat    price    received     admit     disappointed   quality   coat  sleeves  made    soft felted material      pilling easily     silhouette   coat  perfectnot  boxy     heavy     wear   fall     months  winter  love ",1,0,1,0,1,2,0,1,3,2
"234"," top   cute     lighter color  fit  great       things  size medium     stock   blue color    purchased   ",0,1,0,0,0,1,0,1,0,2
"235","  wanted  love     excited  receive    mail  thought    realistic  assuming      sheer    doesnt     womans white    planet  isnt  days     sheer  fit   short  boxy  coming    woman   shortwaisted    size  material  extremely soft   design  cute     younger  dont mind  sheerness  worth  gambl",0,5,0,0,3,0,1,2,0,6
"236","   perfect jacket   shirt tee  dress jacket   made    ",0,1,0,0,1,0,0,1,0,1
"237"," ordered  dress   colors  peach color   beautiful  person im planning  wear  dress   rehearsal dinner   end   summer    hold     worth  price",0,1,0,0,1,0,0,2,1,4
"238","   color   top   didnt    ruffled stitching   middle      tacked   bottom half  bought    daughter   likes      comfortable   good top  knock  ",0,2,0,0,2,1,1,2,1,3
"239","  reviewers  sized    small   medium   jacket fits     room  layers   short cropped      hits    versatile  jeans  dresses",1,0,0,0,0,0,0,0,2,0
"240","  alst years versiona dn   essentially  smae minus  leather parts removed  jacket  great  back si   shorter       peplum tops  ddresses  higher waists   bigger   back   hem  longer  hits   skirt aprts bulge   love hte darker color      super dark rinse",0,0,0,0,1,1,0,0,0,1
"241","",0,0,0,0,0,0,0,0,0,0
"242","  buy petites    tired   eptite   jacket   holding  back  order  ",0,0,0,0,0,0,0,0,1,0
"243","bought  colors  xs  soooooo glad    dress  absolutely gorgeous   color      nice quality  wear  stylish   loooooong time",0,2,0,0,2,0,0,1,1,2
"244","",0,0,0,0,0,0,0,0,0,0
"245","     summer",0,0,0,0,0,0,0,0,0,0
"246","comfy sweatshirt  fun polka dot details soft   baggy     shorter side      layer  lace cami underneath      prettier im   pounds   athletic hourglass shape dd  bought    equates   medium   wanted    looser   sweatshirt im   retailer small   dont     worked   case       fitted great comfy weekend piece",1,1,0,2,1,2,0,1,3,4
"247","  wear   day   stylish  comfortable",0,0,0,0,0,0,0,1,1,0
"248","pretty top love  color   large ruffle makes  great  layering    pretty necklace",0,2,0,0,2,0,0,2,1,3
